ASA,ASE,Variable,Description
None,TRUE,BaseHexagonRewardMultiplier,"Valore predefinito: TrueValue tipo: booleanIf False, disabilita la capacità delle tribù di dichiararsi ufficialmente guerra tra loro per un periodo di tempo concordato di comune accordo."
None,TRUE,bDisableHexagonStore,"Valore predefinito: FalseValue tipo: booleanIf True, consente l'annullamento di una guerra concordata prima che abbia effettivamente inizio."
None,TRUE,bDisableDefaultMapItemSets,"Valore predefinito: FalseValue tipo: booleanIf True, disabilitato il fuoco amico (tra compagni di tribù/addomesticamenti/strutture) nei server PvE."
None,TRUE,bDisableGenesisMissions,"Valore predefinito: FalseValue tipo: booleanIf True, abilita la modalità creativa."
None,TRUE,bDisableWorldBuffs,"Valore predefinito: TrueValue tipo: booleanIf False, impedisce ai sopravvissuti di vedere un raggio di luce verde nella posizione del loro cadavere."
None,TRUE,bEnableWorldBuffScaling,"Valore predefinito: TrueValue tipo: booleanSe False, le creature addomesticate quando salgono di livello non eseguiranno l'animazione correlata."
None,TRUE,bGenesisUseStructuresPreventionVolumes,"Valore predefinito: FalseValue tipo: booleanSe True, tutte le impostazioni di gioco saranno più bilanciate per l'esperienza di un singolo giocatore. Utile per server dedicati con un numero molto ridotto di giocatori. Consulta la sezione Impostazioni giocatore singolo per maggiori dettagli."
None,TRUE,bHexStoreAllowOnlyEngramTradeOption,Valore predefinito: FalseValue tipo: booleanIf True farà in modo che le unità addomesticate vengano applicate e utilizzate solo per piattaforme con strutture e zattere disabilitando di fatto le unità addomesticate per gli addomesticati senza strutture di piattaforma.
None,TRUE,HexagonCostMultiplier,Valore predefinito: N/AVolo valore: (...)Aggiunge creature specifiche nelle aree di spawn. Vedi la sezione relativa alla generazione delle creature per maggiori dettagli.
None,TRUE,MutagenLevelBoost[<Stat_ID>],Valore predefinito: N/AVolo valore: (...) Sostituisce i requisiti delle risorse per la creazione di articoli. Consulta la sezione relativa all'articolo per maggiori dettagli.
None,TRUE,MutagenLevelBoost_Bred[<Stat_ID>],Valore predefinito: N/AVolo tipo: (...) Sostituisce la dimensione dello stack degli elementi in base all'elemento. Consulta la sezione relativa all'articolo per maggiori dettagli.
None,TRUE,WorldBuffScalingEfficacy,Valore predefinito: N/AVolo valore: (...) Sostituisce creature specifiche nelle aree di spawn. Consulta la sezione relativa alla generazione delle creature per maggiori dettagli.
,,,Valore predefinito: N/AVolo tipo: (...) Sostituisce gli oggetti contenuti nelle casse del bottino. Consulta la sezione relativa agli articoli per maggiori dettagli.
,,,Valore predefinito: N/AVolo valore: (...)Rimuove creature specifiche nelle aree di spawn. Vedi la sezione relativa alla generazione delle creature per maggiori dettagli.
,,,Valore predefinito: 1.0Tipo di valore: floatAumenta il bonus ricevuto dal potenziamento dell'abilità di creazione.
,,,Valore predefinito: 1.0Tipo di valore: floatAumenta la quantità di XP guadagnati per la creazione.
,,,Valore predefinito: 1.0Tipo valore: floatScala la velocità di decadimento del raccolto negli appezzamenti. Un valore più alto diminuisce (in percentuale) la velocità di decadimento delle colture negli appezzamenti.
,,,Valore predefinito: 1.0Tipo valore: floatScala la velocità di crescita del raccolto negli appezzamenti. Un valore più alto aumenta (in percentuale) la velocità di crescita del raccolto.
,,,Valore predefinito: 1.0Tipo di valore: floatScala l'efficacia delle ricette personalizzate. Un valore più alto aumenta (in percentuale) la loro efficacia.
,,,Valore predefinito: 1.0Tipo di valore: floatRidimensiona l'effetto del livello di velocità di creazione dei giocatori utilizzato come base per la formula nella creazione di una ricetta personalizzata. Un numero più alto aumenta (in percentuale) l'effetto.
,,,Valore predefinito: 0Tipo valore: integerTames che superano quel livello verranno eliminati all'avvio del server. I server ufficiali lo hanno impostato su 450.
,,,Valore predefinito: N/AVolo valore: (...) Sostituisce globalmente i danni delle creature selvagge. Consulta la sezione relativa alle Statistiche delle creature per maggiori dettagli.
,,,Valore predefinito: N/AVolo valore: (...) Ignora globalmente la resistenza delle creature selvagge. Consulta la sezione relativa alle Statistiche delle creature per maggiori dettagli.
,,,Valore predefinito: 3.2Tipo di valore: floatAumenta il danno arrecato a un oggetto/entità raccogliebile da un addomesticato. Un numero più alto aumenta (in percentuale) la velocità di raccolta.
,,,Valore predefinito: N/AVolo valore: (...) Sostituisce globalmente la probabilità che le creature generino. Vedi la sezione relativa alla generazione delle creature per maggiori dettagli.
,,,Valore predefinito: 1.0Tipo valore: floatAumenta il danno inflitto dalle torrette a una creatura. Un valore più alto lo aumenta (in percentuale).
,,,Valore predefinito: 1.0Tipo valore: floatScala il tempo necessario affinché un uovo fecondato si schiuda. Un valore più alto diminuisce (in percentuale) quel tempo.
,,,"Valore predefinito: N/AVolo valore: (...)Sblocca automaticamente l'engramma specificato quando si raggiunge il livello specificato. Per ulteriori dettagli, consulta la sezione relativa alle Voci degli engrammi."
,,,Valore predefinito: N/AValue tipo: intero Esclude un articolo dalle casse di rifornimento specificandone l'ID articolo. Puoi avere più righe di questa opzione.
,,,Valore predefinito: 43200Tipo valore: interoSpecifica il periodo di decadimento per le strutture a decadimento rapido (come pilastri o fondazioni solitarie). Il valore è in secondi. Anche FastDecayUnsnappedCoreStructures in GameUserSettings.ini deve essere impostato su True per avere effetto.
,,,"Valore predefinito: 1.0Tipo valore: floatImposta la qualità degli oggetti che hanno una qualità durante la pesca. I valori validi sono compresi tra 1,0 e 5,0."
,,,Valore predefinito: 1.0Tipo valore: floatDefinisce l'intervallo di consumo di carburante.
,,,Valore predefinito: 1.0Tipo di valore: floatScala la quantità di XP guadagnati per XP generici (automatico nel tempo).
,,,"Valore predefinito: 1.0Tipo valore: floatScala il tempo di decomposizione dei cadaveri, (giocatore e creatura), a livello globale. Valori più alti prolungano il tempo."
,,,"Valore predefinito: 1.0Tipo valore: floatRidimensiona il tempo di decomposizione degli oggetti rilasciati, dei sacchi di bottino ecc. a livello globale. Valori più alti prolungano il tempo."
,,,Valore predefinito: 3.0Tipo valore: floatSpecifica la velocità con cui vengono utilizzate le batterie di carica negli oggetti elettrici.
,,,Valore predefinito: 1.0Tipo di valore: floatScala il tempo di deterioramento dei prodotti deperibili a livello globale. Valori più alti prolungano il tempo.
,,,Valore predefinito: 1.0Tipo valore: floatRidimensiona la crescita dei capelli. Valori più alti aumentano la velocità di crescita.
,,,"Valore predefinito: N/AVolo tipo: (...) Ridimensiona in base al tipo di risorsa, la quantità di risorse raccolte. Consulta la sezione relativa agli articoli per maggiori dettagli."
,,,Valore predefinito: 1.0Tipo di valore: floatScala la quantità di XP guadagnati per la raccolta.
,,,"Valore predefinito: 60.0Tipo valore: floatSe bIncreasePvPRespawnInterval è True, imposta il tempo di respawn PvP aggiuntivo in secondi che scala (IncreasePvPRespawnIntervalMultiplier) quando un giocatore viene ucciso da una squadra entro un certo periodo di tempo (IncreasePvPRespawnIntervalCheckPeriod)."
,,,"Valore predefinito: 300.0Tipo valore: floatIf bIncreasePvPRespawnInterval è True, imposta la quantità di tempo in secondi all'interno del quale il tempo di respawn di un giocatore aumenta (IncreasePvPRespawnIntervalBaseAmount) e scala (IncreasePvPRespawnIntervalMultiplier) quando viene ucciso da una squadra in PvP."
,,,"Valore predefinito: 2.0Tipo valore: floatSe bIncreasePvPRespawnInterval è True, scala il tempo di respawn aggiuntivo PvP (IncreasePvPRespawnIntervalBaseAmount) quando un giocatore viene ucciso da una squadra entro un certo periodo di tempo (IncreasePvPRespawnIntervalCheckPeriod)."
,,,Valore predefinito: N/AVolo valore: valore Blocca a livello globale le statistiche degli elementi. Consulta la sezione relativa agli articoli per maggiori dettagli. Richiede l'opzione ?ClampItemStats=true nella riga di comando.
,,,Valore predefinito: 1.0Tipo di valore: floatScala la quantità di XP guadagnati per un'uccisione.
,,,Valore predefinito: 1.0Tipo valore: floatRidimensiona il tempo che intercorre tra la deposizione/la deposizione delle uova. Un numero più alto lo aumenta (in percentuale).
,,,"Valore predefinito: N/A Tipo valore: (...) Configura il numero totale di livelli a disposizione dei giocatori e delle creature addomesticate e i punti esperienza richiesti per raggiungere ciascun livello. Per maggiori dettagli, consulta la sezione relativa alla sostituzione dei livelli dei giocatori e degli addomesticati."
,,,Valore predefinito: 0Tipo valore: interoLimita il numero di elementi rilasciati nell'area definita da LimitNonPlayerDroppedItemsRange. I server ufficiali lo hanno impostato su 600.
,,,Valore predefinito: 0Tipo valore: interoImposta l'intervallo dell'area (in unità irreali) in cui si applica l'opzione LimitNonPlayerDroppedItemsCount. I server ufficiali lo hanno impostato su 1600.
,,,"Valore predefinito: 1.0Tipo valore: floatScale l'intervallo tra i domestici che possono accoppiarsi. Un valore inferiore lo diminuisce (su scala percentuale). Esempio: un valore di 0,5 consentirebbe agli animali domestici di accoppiarsi il 50% prima."
,,,Valore predefinito: 1.0Tipo valore: floatScala la velocità con cui gli addomesticati si accoppiano tra loro. Un valore più alto lo aumenta (in percentuale). Esempio: MatingSpeedMultiplier=2.0 farebbe sì che gli addomesticati completino l'accoppiamento nella metà del tempo normale.
,,,"Valore predefinito: N/A Tipo valore: intero Se impostato, definisce il numero massimo di alleanze che una tribù può formare o di cui può far parte."
,,,"Valore predefinito: 1.0Tipo valore: floatDefinisce il moltiplicatore della velocità di caduta al quale i giocatori iniziano a subire danni da caduta. La velocità di caduta si basa sul tempo trascorso dai giocatori in aria con una velocità dell'asse Z negata, il che significa che maggiore è questa impostazione, più a lungo i giocatori possono cadere senza subire danni da caduta. Ad esempio, impostarlo su 0,1 significa che i giocatori non sopravvivranno più a un salto normale mentre impostarlo su un valore molto alto, ad esempio su 100,0 significa che i giocatori sopravvivranno a una caduta dal limite del cielo, ecc. Questa impostazione non influisce sulla scala di gravità di i giocatori quindi non ci sarà alcuna differenza fisica nei movimenti dei personaggi."
,,,Valore predefinito: 0Tipo valore: interoImposta il numero massimo di sopravvissuti consentiti in una tribù. Un valore pari a 1 disabilita effettivamente le tribù. IlValore predefinito di 0 significa che non c'è limite al numero di sopravvissuti che possono esserci in una tribù.
,,,Valore predefinito: 400Tipo valore: interoImposta quante voci del registro tribù vengono visualizzate per ciascuna tribù.
,,,"Valore predefinito: N/AVolo tipo: interoSe impostato, definisce il numero massimo di tribù in un'alleanza."
,,,Valore predefinito: N/AVolo valore: (...)Sostituisce globalmente creature specifiche con un'altra utilizzando i nomi delle classi. Vedi la sezione relativa alla generazione delle creature per maggiori dettagli.
,,,Valore predefinito: N/AValue type: integerSostituisce il limite massimo di XP dei personaggi addomesticati dell'importo esatto specificato.
,,,Valore predefinito: N/AVolo tipo: interoSostituisce il limite massimo di XP dei personaggi dei giocatori in base all'importo esatto specificato.
,,,"Valore predefinito: N/A Tipo valore: (...) Configura lo stato e i requisiti per l'apprendimento di un engramma, specificati dal suo indice. Consulta la sezione relativa alle Voci degli engrammi per maggiori dettagli."
,,,"Valore predefinito: N/A Tipo valore: (...) Configura lo stato e i requisiti per l'apprendimento di un engramma, specificato dal suo nome. Per ulteriori dettagli, consulta la sezione relativa alle Voci degli engrammi."
,,,"Valore predefinito: N/AVolo valore: interoConfigura il numero di punti engramma concessi ai giocatori per ogni livello guadagnato. Questa opzione deve essere ripetuta per ogni livello giocatore impostato sul server, ad esempio: se ci sono 65 livelli giocatore disponibili questa opzione dovrebbe apparire 65 volte, con la prima che imposta i punti engramma per raggiungere il livello 1, la successiva che imposta i punti engramma per livello 2 e così via, fino al 65° che configura i punti engramma per il livello 65.OverridePlayerLevelEngramPoints=5OverridePlayerLevelEngramPoints=20...OverridePlayerLevelEngramPoints=300"
,,,Valore predefinito: 1.0Tipo valore: floatScala la frequenza con cui un sopravvissuto riceve richieste di addomesticamento per creature addomesticate passive.
,,,Valore predefinito: N/AValue tipo: floatScales Player stats. Consulta la sezione relativa alle statistiche di livello per maggiori dettagli.
,,,Valore predefinito: N/AVolo valore: floatScala le statistiche delle creature addomesticate. Consulta la sezione relativa alle statistiche di livello per maggiori dettagli.
,,,Valore predefinito: N/AVolo valore: floatScala le statistiche delle creature selvagge. Consulta la sezione relativa alle statistiche di livello per maggiori dettagli.
,,,Valore predefinito: N/AVolo valore: moltiplicatoreCambia le statistiche di base di un giocatore moltiplicando per ilValore predefinito. Significa le statistiche iniziali di un nuovo personaggio generato. Consulta la sezione relativa alle Statistiche per maggiori dettagli.
,,,"Valore predefinito: 1.0Tipo di valore: floatAumenta il danno arrecato a un oggetto/entità raccogliebile da un giocatore. Un valore più alto lo aumenta (in percentuale): maggiore è il numero, più velocemente i sopravvissuti raccolgono."
,,,Valore predefinito: 1.0Tipo di valore: floatScala la frequenza con cui i sopravvissuti possono fare la cacca. Un valore più alto lo diminuisce (in percentuale)
,,,Valore predefinito: N/AValue type: <string>Impedisce l'allevamento di creature specifiche tramite classname. Ad esempio PreventBreedingForClassNames=Argent_Character_BP_C. I nomi delle classi delle creature possono essere trovati nella pagina ID delle creature.
,,,Valore predefinito: N/AValue tipo: <string>Impedisce l'addomesticamento di dinosauri specifici tramite il nome della classe. Ad esempio PreventDinoTameClassNames=Argent_Character_BP_C. I nomi delle classi dei dinosauri possono essere trovati nella pagina ID delle creature.
,,,Valore predefinito: 5.0Tipo valore: floatSpecifica il tempo in secondi in cui un giocatore non può subire danni dopo aver effettuato l'accesso.
,,,"Valore predefinito: N/AValue type: <string>Impedisce il trasferimento di creature specifiche tramite classname. Ad esempio, PreventTransferForClassNames=Argent_Character_BP_CCrature classnames possono essere trovate nella pagina Creature IDs."
,,,"Valore predefinito: 6.0Tipo valore: floatSpecifica il fattore di scala per i danni subiti dalle strutture all'interno delle caverne. Più basso è il valore, minore sarà il danno che subirà la struttura (ad esempio, impostandolo su 1,0, la struttura costruita all'interno o vicino a una grotta riceverà lo stesso ammontare di danni di quelle costruite in superficie)."
,,,"Valore predefinito: 1.0Tipo di valore: floatControlla il modo in cui le risorse ricrescono più vicino o più lontano dai giocatori. Valori superiori a 1,0 aumentano la distanza attorno ai giocatori in cui le risorse non possono ricrescere. I valori compresi tra 0 e 1,0 lo ridurranno."
,,,"Valore predefinito: 1.0Tipo valore: floatControlla come le risorse ricrescono più vicino o più lontano dalle strutture Valori superiori a 1.0 aumentano la distanza attorno alle strutture in cui alle risorse non è consentito ricrescere. I valori compresi tra 0 e 1,0 lo ridurranno."
,,,Valore predefinito: 1.0Tipo di valore: floatScala la quantità di XP guadagnati per SpecialEvent.
,,,"Valore predefinito: 180Tipo valore: interoOpzione per il periodo di recupero sulla riparazione della struttura dall'ultima volta danneggiata. Impostato su 180 secondi per impostazione predefinita, 0 per disabilitarlo."
,,,"Valore predefinito: 1.0Tipo valore: floatAumenta la qualità degli articoli che hanno una qualità nelle casse di rifornimento. I valori validi sono compresi tra 1,0 e 5,0. La qualità dipende anche dall'Offset Difficoltà."
,,,Valore predefinito: 1.0Tipo valore: floatScala la velocità con cui le creature addomesticate consumano cibo.
,,,Valore predefinito: N/AVolo valore: (...) Sostituisce globalmente i danni delle creature addomesticate. Consulta la sezione relativa alle Statistiche delle creature per maggiori dettagli.
,,,Valore predefinito: N/AVolo valore: (...) Sostituisce globalmente la resistenza delle creature addomesticate. Consulta la sezione relativa alle Statistiche delle creature per maggiori dettagli.
,,,Valore predefinito: 1.0Tipo valore: floatScala la velocità con cui le creature addomesticate perdono il torpore.
,,,"Valore predefinito: 0.0 Tipo di valore: float Blocca uno slot della tribù per il valore in secondi, ad esempio: un valore di 3600 significherebbe che se un sopravvissuto lascia la tribù, il suo posto non può essere preso da un altro sopravvissuto (o rientrare) per 1 ora . Utilizzato sui server ufficiali Small Tribes."
,,,Valore predefinito: 1.0Tipo di valore: floatModifica la durata della vita del cadavere e della scatola abbandonata.
,,,Valore predefinito: 1.0Tipo valore: floatScala la velocità con cui le creature selvagge consumano cibo.
,,,Valore predefinito: 1.0Tipo valore: floatScala la velocità con cui le creature selvagge perdono il torpore.
,,,
,,,"Valore predefinito: FalseValue tipo: booleanIf True, abilita il limite di torrette (100 torrette entro un raggio di 10k unità)."
,,,"Valore predefinito: TrueValue tipo: booleanIf False, non limita il numero massimo di torrette automatizzate consentite (inclusa la specie vegetale X) in un determinato intervallo."
,,,Valore predefinito: 100Tipo valore: interoDetermina il numero massimo di torrette consentite nell'area.
,,,Valore predefinito: 10000.0Tipo valore: floatDetermina l'area in Unreal Unit in cui le torrette vengono aggiunte verso il limite.
,,,
,,,"Valore predefinito: 1.0Tipo valore: floatScala la velocità di spawn del Mutageno. Per impostazione predefinita, il gioco tenta di generarli ogni 8 ore su server dedicati e ogni ora su server non dedicati e giocatore singolo. Aumentando questo valore aumenterà l'intervallo di respawn, abbassandolo lo renderà più breve."
,,,Valore predefinito: 1.0Tipo di valore: floatAumenta il punteggio delle missioni con ricompense esagonali.
,,,"Valore predefinito: FalseValue tipo: booleanIf True, disabilita l'archivio Hexagon"
,,,"Valore predefinito: FalseValue tipo: booleanIf True, disabilita Genesis 2 Tek Suit su Spawn."
,,,"Valore predefinito: FalseValue tipo: booleanSe True, disabilita le missioni su Genesis."
,,,"Valore predefinito: FalseValue tipo: booleanSe True, disabilita del tutto gli effetti del mondo dalle Missioni (Genesis: Parte 2). Per disabilitare specifici potenziamenti del mondo, vedi DisableWorldBuffs di #DynamicConfig."
,,,"Valore predefinito: FalseValue tipo: booleanSe True, fa in modo che gli effetti del mondo di Missioni (Genesis: Parte 2) si ridimensionino in base alle impostazioni del server, anziché aggiungere/sottrarre un importo fisso al valore in fase di esecuzione."
,,,"Valore predefinito: FalseValue tipo: booleanSe True, disabilita la costruzione nelle aree di missione su Genesis: Parte 1."
,,,"Valore predefinito: FalseValue tipo: booleanIf True, consente la vendita solo degli engrammi nell'Hex Store, disabilita tutto il resto."
,,,Valore predefinito: 1.0Tipo valore: floatScala il costo esagonale degli articoli nel negozio Hexagon.
,,,Valore predefinito: N/AVolo tipo: interoIndica il numero di livelli che Mutagen aggiunge agli addomesticati con antenati selvaggi. Consulta la sezione relativa alle Statistiche per maggiori dettagli.
,,,"Valore predefinito: N/AValue tipo: integerAlike come MutagenLevelBoost, ma per animali domestici allevati. Consulta la sezione relativa alle Statistiche per maggiori dettagli."
,,,"Valore predefinito: 1.0Tipo valore: floatRende gli effetti del mondo da Missioni (Genesis: Parte 2) più o meno efficaci quando si imposta bEnableWorldBuffScaling=True. 1 sarebbe predefinito, 0,5 sarebbe meno efficace del 50%, 100 sarebbe 100 volte più efficace."
