ASA,ASE,Variable,Beschreibung
None,True,ServerAutoForceRespawnWildDinosInterval,"Standardwert: 0,0 Werttyp: Float Erzwingt das erneute Spawnen aller wilden Kreaturen beim Serverneustart nach dem in Sekunden festgelegten Wert. Der Standardwert 0,0 deaktiviert es. Nützlich, um zu verhindern, dass bestimmte Kreaturenarten (wie Basilo und Spino) auf Servern mit langer Laufzeit entvölkert werden."
True,True,ServerCrosshair,"Standardwert: True Werttyp: boolean Wenn False, wird das Fadenkreuz auf Ihrem Server deaktiviert."
True,True,ServerForceNoHUD,"Standardwert: False Werttyp: boolean Wenn True, ist HUD für nicht stammeseigene NPCs immer deaktiviert."
True,True,ServerHardcore,"Standardwert: False Werttyp: boolean Wenn True, wird der Hardcore-Modus aktiviert (Spielercharaktere kehren nach dem Tod auf Level 1 zurück)"
True,True,ServerPassword,"Werttyp: Zeichenfolge Wenn angegeben, müssen Spieler dieses Passwort angeben, um dem Server beizutreten. Hinweis: Es werden keine Anführungszeichen verwendet."
True,True,serverPVE,"Standardwert: False Werttyp: boolean Wenn True, wird PvP deaktiviert und PvE aktiviert"
True,True,ShowFloatingDamageText,"Standardwert: False Werttyp: boolean Wenn True, wird der Popup-Schadenstextmodus im RPG-Stil aktiviert."
True,True,ShowMapPlayerLocation,"Standardwert: True Werttyp: boolean Wenn False, wird die genaue Position jedes Spielers ausgeblendet, wenn er seine Karte anzeigt."
None,True,SpectatorPassword,"Werttyp: Zeichenfolge Um Nicht-Administrator-Zuschauer zu verwenden, muss der Server ein Zuschauerkennwort angeben. Dann kann jeder Client diese Konsolenbefehle verwenden: requestspectator <Passwort> und stopspectating. Hinweis: Es werden keine Anführungszeichen verwendet."
None,True,StructureDamageMultiplier,"Standardwert: 1,0 Werttyp: Float Gibt den Skalierungsfaktor für den Schaden an, den Strukturen bei ihren Angriffen verursachen (z. B. Stachelwände). Höhere Werte erhöhen den Schaden. Niedrigere Werte verringern ihn."
True,True,StructurePickupHoldDuration,"Standardwert: 0,5 Werttyp: Float Gibt die Haltedauer für die schnelle Aufnahme an, ein Wert von 0 führt zu einer sofortigen Aufnahme."
True,True,StructurePickupTimeAfterPlacement,"Standardwert: 30.0 Werttyp: Float Zeit in Sekunden nach der Platzierung, in der eine schnelle Abholung verfügbar ist."
True,True,StructurePreventResourceRadiusMultiplier,"Standardwert: 1,0 Werttyp: float Gleich wie ResourceNoReplenishRadiusStructures in Game.ini. Wenn beide Einstellungen festgelegt sind, werden beide Multiplikatoren angewendet. Kann nützlich sein, wenn die Game.ini-Datei nicht geändert werden kann, da sie auch als Befehlszeilenoption fungiert."
True,True,StructureResistanceMultiplier,"Standardwert: 1,0 Werttyp: Float Gibt den Skalierungsfaktor für den Schadenswiderstand an, den Strukturen erhalten, wenn sie angegriffen werden. Der Standardwert 1 sorgt für normalen Schaden. Höhere Werte verringern den Widerstand und erhöhen den Schaden pro Angriff. Niedrigere Werte erhöhen Es verringert den Schaden pro Angriff. Ein Wert von 0,5 führt dazu, dass eine Struktur den halben Schaden erleidet, während ein Wert von 2,0 dazu führen würde, dass eine Struktur den doppelten normalen Schaden erleidet"
None,True,TamedDinoDamageMultiplier,"Standardwert: 1,0 Werttyp: Float Gibt den Skalierungsfaktor für den Schaden an, den gezähmte Kreaturen mit ihren Angriffen verursachen. Der Standardwert 1 sorgt für normalen Schaden. Höhere Werte erhöhen den Schaden. Niedrigere Werte verringern es."
None,True,TamedDinoResistanceMultiplier,"Standardwert: 1,0 Werttyp: Float Gibt den Skalierungsfaktor für den Schadenswiderstand an, den zahme Kreaturen bei einem Angriff erleiden. Der Standardwert 1 sorgt für normalen Schaden. Höhere Werte verringern den Widerstand und erhöhen den Schaden pro Angriff. Niedrigere Werte Erhöhen Sie ihn und verringern Sie den Schaden pro Angriff. Ein Wert von 0,5 führt dazu, dass eine Struktur den halben Schaden erleidet, während ein Wert von 2,0 dazu führen würde, dass eine Struktur den doppelten normalen Schaden erleidet"
True,True,TamingSpeedMultiplier,"Standardwert: 1,0 Werttyp: Float Gibt den Skalierungsfaktor für die Zähmungsgeschwindigkeit von Kreaturen an. Höhere Werte beschleunigen die Zähmung."
True,True,TheMaxStructuresInRange,"Standardwert: 10500 Werttyp: Ganzzahl Gibt die maximale Anzahl von Strukturen an, die innerhalb eines bestimmten (derzeit hartcodierten) Bereichs erstellt werden können. Ersetzt den alten Wert NewMaxStructuresInRange"
None,True,TribeLogDestroyedEnemyStructures,"Standardwert: False Werttyp: boolean Standardmäßig wird die Zerstörung feindlicher Strukturen (für den Opferstamm) nicht in den Stammesprotokollen angezeigt. Setzen Sie dies auf true, um dies zu aktivieren."
True,True,TribeNameChangeCooldown,"Standardwert: 15.0 Werttyp: Float Abklingzeit in Minuten zwischen Änderungen des Stammesnamens. Der offizielle Server verwendet einen Wert von 172800.0 (2 Tage)."
None,True,UseFjordurTraversalBuff,"Standardwert: False Werttyp: boolean Wenn True, wird der Biom-Teleport in Fjordur aktiviert, wenn R gedrückt gehalten wird (aktiviert auf offiziellen PvE-Servern)."
None,True,UseOptimizedHarvestingHealth,"Standardwert: False Werttyp: boolean Wenn True, wird eine Server-Ernteoptimierung mit hohem HarvestAmountMultiplier (aber weniger seltenen Gegenständen) aktiviert. Hinweis: Bei ARK: Survival Evolved wird empfohlen, diese Option zu aktivieren, wenn mit Tek geerntet wird Stryder verursacht Lag-Spitzen."
True,True,XPMultiplier,"Standardwert: 1.0 Werttyp: Float Gibt den Skalierungsfaktor für die Erfahrung an, die Spieler, Stämme und Zähmungen für verschiedene Aktionen erhalten. Der Standardwert 1 bietet die gleichen Mengen an Erfahrung wie im Einzelspieler-Erlebnis ( und offizielle öffentliche Server). Höhere Werte erhöhen die für verschiedene Aktionen gewährten XP-Beträge; niedrigere Werte verringern sie"
None,True,CrossARKAllowForeignDinoDownloads,"Standardwert: False Werttyp: boolean Wenn True, wird der Tribut-Download für nicht heimische Kreaturen auf Aberration aktiviert."
None,True,MinimumDinoReuploadInterval,"Standardwert: 0,0 Werttyp: Float Anzahl der Sekunden Abklingzeit zwischen erlaubten Kreaturen-Neu-Uploads (43200 auf offiziellen Servern, also 12 Stunden)."
True,True,noTributeDownloads,"Standardwert: False Werttyp: boolean Wenn True, werden CrossArk-Daten-Downloads bei der Cross-ARK-Datenübertragung verhindert."
True,True,PreventDownloadDinos,"Standardwert: False Werttyp: boolean Wenn True, verhindert das Herunterladen von Kreaturen aus ARK-Daten bei Cross-ARK-Datenübertragungen."
True,True,PreventDownloadItems,"Standardwert: False Werttyp: boolean Wenn True, wird das Herunterladen von Elementen aus ARK-Daten bei der Cross-ARK-Datenübertragung verhindert."
True,True,PreventDownloadSurvivors,"Standardwert: False Werttyp: boolean Wenn True, wird das Herunterladen von ARK-Daten durch Überlebende bei der Cross-ARK-Datenübertragung verhindert."
None,True,PreventUploadDinos,"Standardwert: False Werttyp: boolean Wenn True, wird verhindert, dass Kreaturen bei Cross-ARK-Datenübertragung Daten in ARK hochladen."
None,True,PreventUploadItems,"Standardwert: False Werttyp: boolean Wenn True, wird das Hochladen von Elementen in ARK-Daten bei der Cross-ARK-Datenübertragung verhindert."
None,True,PreventUploadSurvivors,"Standardwert: False Werttyp: boolean Wenn True, wird das Hochladen von Überlebenden in ARK-Daten bei der Cross-ARK-Datenübertragung verhindert."
None,True,TributeCharacterExpirationSeconds,"Standardwert: 0 Werttyp: Ganzzahl Legen Sie den Ablaufzeitgeber für hochgeladene Überlebende in ARK-Daten in Sekunden fest. Bei Standard- oder negativen Werten gibt es keine Ablaufzeit. Weitere Details finden Sie unter Cross-ARK Data Transfer. Warnung : Stellen Sie diese Option nicht auf einen wahnsinnig hohen Wert ein, z. B. mehr als 31536000 Sekunden (was 1 Jahr entspricht), da dies in ARK Data-Routinen zur Upload-Zeit im Unix-Epoch-Zeitformat summiert wird. Die Verwendung wirklich hoher Werte führt zu einem Überlauf kann dazu führen, dass die Überprüfung der Upload-Zeit fehlschlägt und ARK-Daten gelöscht werden."
None,True,TributeDinoExpirationSeconds,"Standardwert: 86400 Werttyp: Ganzzahl Legen Sie den Ablaufzeitgeber für hochgeladene Tames in ARK-Daten in Sekunden fest. Wenn auf 0 oder weniger gesetzt, wird der Standardwert wiederhergestellt. Weitere Details finden Sie unter Cross-ARK-Datenübertragung. Warnung : Stellen Sie diese Option nicht auf einen wahnsinnig hohen Wert ein, z. B. mehr als 31536000 Sekunden (was 1 Jahr entspricht), da dies in ARK Data-Routinen zur Upload-Zeit im Unix-Epoch-Zeitformat summiert wird. Die Verwendung wirklich hoher Werte führt zu einem Überlauf kann dazu führen, dass die Überprüfung der Upload-Zeit fehlschlägt und ARK-Daten gelöscht werden."
None,True,TributeItemExpirationSeconds,"Standardwert: 86400 Werttyp: Ganzzahl Legen Sie den Ablaufzeitgeber für hochgeladene Elemente in ARK Data in Sekunden fest. Wenn dieser auf 0 oder weniger gesetzt ist, wird der Standardwert wiederhergestellt. Weitere Informationen finden Sie unter Cross-ARK Data Transfer. Warnung : Stellen Sie diese Option nicht auf einen wahnsinnig hohen Wert ein, z. B. mehr als 31536000 Sekunden (was 1 Jahr entspricht), da dies in ARK Data-Routinen zur Upload-Zeit im Unix-Epoch-Zeitformat summiert wird. Die Verwendung wirklich hoher Werte führt zu einem Überlauf kann dazu führen, dass die Überprüfung der Upload-Zeit fehlschlägt und ARK-Daten gelöscht werden."
None,True,CryopodNerfDamageMult,"Standardwert: 0,0099999998 Werttyp: Float Reduziert die Schadensmenge, die die Kreatur verursacht, nachdem sie vom Kryopod aus eingesetzt wird, als Prozentsatz des gesamten verursachten Schadens und für die durch CryopodNerfDuration festgelegte Zeitspanne. CryopodNerfDuration muss ebenfalls auf CryopodNerfDamageMult=0,01 eingestellt werden, was bedeutet, dass 99 % des Schadens entfernt werden"
None,True,CryopodNerfDuration,"Standardwert: 0,0 Werttyp: Ganzzahl Die Zeit in Sekunden, die Cryosickness nach dem Einsatz einer Kreatur aus einem Cryopod anhält. Hinweis: Obwohl es auf Codeebene als Gleitkommazahl definiert ist, ist es das auch Es wird empfohlen, stattdessen eine Ganzzahl zu verwenden. Auf offizieller Seite ist sie auf 10,0 eingestellt"
None,True,CryopodNerfIncomingDamageMultPercent,"Standardwert: 0,0 Werttyp: Float Erhöht die Schadensmenge, die die Kreatur erleidet, nachdem sie vom Kryopod eingesetzt wird, als Prozentsatz des insgesamt empfangenen Schadens und für die durch CryopodNerfDuration festgelegte Zeitspanne. CryopodNerfIncomingDamageMultPercent=0,25 bedeutet, dass ein freigegebener Spieler 25 % mehr Schaden erleidet, solange der Debuff anhält. Im offiziellen Modus ist er auf 0,25 festgelegt"
True,False,AllowCryoFridgeOnSaddle,"Standardwert: False Werttyp: boolean Wenn True, können Kryofridges auf Plattformsätteln und Flößen gebaut werden.."
True,False,DisableCryopodEnemyCheck,"Standardwert: False Werttyp: boolean Wenn True, können Kryopoden verwendet werden, während Feinde in der Nähe sind."
True,False,DisableCryopodFridgeRequirement,"Standardwert: Werttyp: boolean Wenn True, können Kryopods verwendet werden, ohne dass sie sich in der Reichweite eines angetriebenen Kryokühlschranks befinden müssen."
None,True,EnableCryopodNerf,"Standardwert: False Werttyp: boolean Wenn True, gibt es keinen Cryopod-Abklingzeittimer und Kreaturen werden nicht bewusstlos. Wenn diese Option gesetzt ist, müssen auch EnableCryopodNerf und CryopodNerfIncomingDamageMultPercent gesetzt werden, sonst werden sie es tun Standardwert ist 0."
None,True,EnableCryoSicknessPVE,"Standardwert: False Werttyp: boolean Wenn True, aktiviert der Kryopod-Abklingzeittimer beim Einsatz einer Kreatur."
None,True,BadWordListURL,"Standardwert: http://arkdedicated.com/badwords.txt Werttyp: Zeichenfolge mit einer URL Fügen Sie die URL zum Hosten Ihrer eigenen Liste mit schlechten Wörtern hinzu. Hinweis: Es unterstützt nur das HTTP-Protokoll (HTTPS wird nicht unterstützt)."
None,True,BadWordWhiteListURL,"Standardwert: http://arkdedicated.com/goodwords.txt Werttyp: Zeichenfolge mit einer URL Fügen Sie die URL zum Hosten Ihrer eigenen Liste mit guten Wörtern hinzu. Hinweis: Es unterstützt nur das HTTP-Protokoll (HTTPS wird nicht unterstützt)."
True,False,AdminListURL,"Standardwert: file://C:\\Servers\\asaisland\\ShooterGame\\Saved\\adminlist.txt Werttyp: Zeichenfolge ASA verwendet keine SteamID64-Identifikatoren mehr, sondern EOS-Anmeldeinformationen. Sie können diese ID jetzt erhalten, indem Sie whoami im Einzelspielermodus in der Konsole eingeben. Hinweis: Nimmt auch http/https-URLs entgegen, aber auch eine lokale Datei wie zum Beispiel: file://C:\TestASA\server\ShooterGame\Saved\Config\WindowsServer\AdminListURL.txt."
None,True,bFilterCharacterNames,"Standardwert: False Werttyp: boolean Wenn True, werden Charakternamen basierend auf der Liste der schlechten/guten Wörter herausgefiltert."
None,True,bFilterChat,"Standardwert: False Werttyp: boolean Wenn True, werden Charakternamen basierend auf der Liste der schlechten/guten Wörter herausgefiltert."
None,True,bFilterTribeNames,"Standardwert: False Werttyp: boolean Wenn True, werden Stammesnamen basierend auf der Badwords/Goodwords-Liste herausgefiltert."
None,True,AllowDeprecatedStructures,"Standardwert: False Werttyp: boolean Wenn True, können Server die Halloween-Strukturen für eine Weile nach Ende des Ereignisses beibehalten (muss vor dem Neustart des Servers mit dem Update 222.3 verwendet werden). Da es keine weiteren Ereignisse mehr gibt Da die Aktivierung oder Entfernung dieser Funktion geplant ist, kann sie als veraltet betrachtet werden."
None,True,bAllowFlyerCarryPVE,"Standardwert: False Werttyp: boolean Use AllowFlyerCarryPvE."
None,True,bDisableStructureDecayPvE,"Standardwert: False Werttyp: boolean Verwenden Sie DisableStructureDecayPvE."
None,True,ForceFlyerExplosives,"Standardwert: False Werttyp: boolean Wenn True, dürfen Flyer (außer Quetzal und Wyvern) mit daran befestigtem C4 fliegen. Veraltet seit 253.95."
None,True,MaxStructuresInRange,"Standardwert: 1300 Werttyp: Ganzzahl Gibt die maximale Anzahl von Strukturen an, die innerhalb eines bestimmten (derzeit hartcodierten) Bereichs erstellt werden können. Mit Patch 188.0 von NewMaxStructuresInRange. veraltet"
None,True,NewMaxStructuresInRange,"Standardwert: 6000 Werttyp: Ganzzahl Gibt die maximale Anzahl von Strukturen an, die innerhalb eines bestimmten (derzeit hartcodierten) Bereichs erstellt werden können. Mit Patch 252.1 von TheMaxStructuresInRange. veraltet"
None,True,PvEStructureDecayDestructionPeriod,"Standardwert: 0 Werttyp: Ganzzahl Gibt die Zeit an, die Spielerstrukturen im PvE-Modus zum Verfall benötigen. Veraltet und in ausführbaren Bits mit Patch 180.0 nicht mehr vorhanden, wo jeder Strukturtyp seine eigene Verfallszeit hat. zunehmend mit Stufenqualität.[2]"
False, True, AllowedCheatersURL,"Standardwert: N/A Werttyp: Zeichenfolge mit einer URL Alternative zur Verwendung von AllowedCheaterSteamIDs.txt (siehe Administrator-Whitelisting) unter Verwendung einer Webressource (z. B. offizielle Verwendung von http://arkdedicated.com/globaladmins.txt). ). Das Intervall, in dem der Server die Ressource abfragt, um nach Aktualisierungen der Administratorliste zu suchen, wird durch UpdateAllowedCheatersInterval definiert. Hinweis: Es unterstützt nur das HTTP-Protokoll (HTTPS wird nicht unterstützt). Undokumentiert von Wildcard."
None,True,ChatLogFileSplitIntervalSeconds,"Standardwert: 86400 Werttyp: Ganzzahl Steuert, wie die Chat-Protokolldatei zeitabhängig in Sekunden aufgeteilt wird. Kann nicht auf einen Wert unter 45 eingestellt werden (wird standardmäßig auf 45 gesetzt, wenn der Wert niedriger ist). Nur offiziell auf 0 gesetzt. Undokumentiert von Wildcard."
None,True,ChatLogFlushIntervalSeconds,"Standardwert: 86400 Werttyp: Ganzzahl Steuert, in wie vielen Sekunden das Chatprotokoll in die Protokolldatei geschrieben wird. Kann nicht auf einen Wert unter 15 eingestellt werden (wird standardmäßig auf 15 gesetzt, wenn der Wert niedriger ist). Nur offiziell auf 0 gesetzt. Undokumentiert von Wildcard."
None,True,ChatLogMaxAgeInDays,"Standardwert: 5 Werttyp: Ganzzahl Steuert, wie viele Tage das Chatprotokoll lang ist. Wenn Sie ihn auf einen negativen Wert einstellen, wird er auf -1 (praktisch unendlich) gesetzt. Nur offiziell auf 0 gesetzt. Undokumentiert von Wildcard."
None,True,DontRestoreBackup,"Standardwert: False Werttyp: boolean Wenn True und -DisableDupeLogDeletes vorhanden sind, wird verhindert, dass der Server im Falle eines beschädigten Speichers automatisch eine Sicherung wiederherstellt. Nicht dokumentiert durch Wildcard."
None,True,EnableAFKKickPlayerCountPercent,"Standardwert: 0,0 Werttyp: Float Ermöglicht die Anwendung des Leerlauf-Timeouts nur, wenn die Anzahl der Online-Spieler den Prozentwert im Zusammenhang mit dem MaxPlayers-Argument erreicht. Der Prozentsatz wird als normalisierter Wert zwischen 0 und 1,0 ausgedrückt, wobei 1,0 bedeutet 100 %. Der Wert wurde durch Platzhalter auf 0,89999998 festgelegt"
None,True,EnableMeshBitingProtection,"Standardwert: True Werttyp: boolean Wenn False, wird der Mesh-Biting-Schutz deaktiviert. Nicht dokumentiert durch Wildcard."
None,True,FreezeReaperPregnancy,"Standardwert: False Werttyp: boolean Wenn True, friert der Reaper King-Schwangerschaftstimer und der Erfahrungsgewinn ein. Nicht dokumentiert durch Wildcard."
None,True,LogChatMessages,"Standardwert: False Werttyp: boolean Wenn True, wird die erweiterte Chat-Protokollierung aktiviert. Chat-Protokolle werden in ShooterGame/Saved/Logs/ChatLogs/<SessionName>/ im JSON-Format gespeichert. Das Protokoll enthält Informationen wie Deaktiviert bei offiziell. Die Datei wird entsprechend dem ChatLogFileSplitIntervalSeconds-Wert aufgeteilt und alle ChatLogFlushIntervalSeconds-Werte geleert. Hinweis: <SessionName> wird ohne Leerzeichen geschrieben"
None,True,MaxStructuresInSmallRadius,"Standardwert: 0 Werttyp: Ganzzahl Definiert die Anzahl der maximalen Strukturen, die von der Spielerposition aus in einem RadiusStructuresInSmallRadius platziert werden dürfen. Der Beamte hat es auf 40 gesetzt. Undokumentiert von Wildcard."
None,True,MaxStructuresToProcess,"Standardwert: 0 Werttyp: Ganzzahl Steuert die maximale Stapelgröße der zu verarbeitenden Strukturen (z. B. Aussortieren, Erstellen von Diagrammänderungen usw.) bei jedem Server-Tick. Wenn Sie den Wert auf 0 belassen (Standardverhalten), wird dies erzwungen Server, um alle Strukturen in der Warteschlange zu verarbeiten. Es ist ein Kompromiss zwischen den Kosten eines Server-Ticks (Worst-Case-Szenario) und der Simulationsgenauigkeit. Nicht dokumentiert durch Wildcard"
None,True,PreventOutOfTribePinCodeUse,"Standardwert: False Werttyp: boolean Wenn True, wird verhindert, dass Spieler außerhalb des Stammes Pins an Strukturen (Türen, Aufzüge, Lagerboxen usw.) verwenden. Nicht dokumentiert durch Wildcard."
None,True,RadiusStructuresInSmallRadius,"Standardwert: 0,0 Werttyp: Float Definiert die von MaxStructuresInSmallRadius verwendete kleine Radiusbemaßung (in unrealistischen Einheiten). Der Beamte hat den Wert auf 225,0 eingestellt. Undokumentiert von Wildcard."
None,True,ServerEnableMeshChecking,"Standardwert: False Werttyp: boolean Beteiligt an der Neubesiedlung des Blattwerks. Hat keine Auswirkung, wenn -forcedisablemeshchecking festgelegt ist. Amtlich aktiviert. Ohne Papiere."
None,True,TribeMergeAllowed,"Standardwert: True Werttyp: boolean Wenn False, wird verhindert, dass Stämme zusammengeführt werden. Nicht dokumentiert durch Wildcard."
None,True,TribeMergeCooldown,"Standardwert: 0,0 Werttyp: float Abklingzeit der Stammeszusammenführung in Sekunden. Offizielle Verwendung 86400.0. Undokumentiert von Wildcard."
None,True,UpdateAllowedCheatersInterval,"Standardwert: 600,0 Werttyp: float Zeit in Sekunden, in der die durch AllowedCheatersURL verknüpfte Remote-Administratorliste nach Aktualisierungen abgefragt wird. Jeder Wert unter 3,0 wird auf 3,0 zurückgesetzt. Undokumentiert von Wildcard."
None,True,UseExclusiveList,"Standardwert: False Werttyp: boolean Wenn True, wird das gleiche Verhalten wie bei -exclusivejoin zugelassen. Durch Platzhalter nicht dokumentiert."
True,True,[SessionSettings],"Die folgenden Optionen müssen im Abschnitt [SessionSettings] von GameUserSettings.ini enthalten sein."
Die folgenden Optionen müssen im Abschnitt [SessionSettings] von GameUserSettings.ini enthalten sein.
True,True,Port,"Standardwert: 7777 Werttyp: Ganzzahl Gibt den UDP-Game-Port an. Siehe Einrichtung eines dedizierten Servers."
None,True,QueryPort,"Standardwert: 27015 Werttyp: Ganzzahl Gibt den UDP-Steam-Abfrageport an. Siehe Einrichtung eines dedizierten Servers"
True,True,SessionName,"Standardwert: ARK #123456 Werttyp: Zeichenfolge Gibt den Servernamen an, der im Spieleserver-Browser sowie im Steam-Server-Browser angekündigt wird. Wenn kein Name angegeben wird, lautet der Standardname ARK # gefolgt von einem Zufällige 6-stellige Zahl. Hinweis: Der Name darf nicht in Anführungszeichen eingegeben werden, es sei denn, er wird über die Befehlszeile gestartet"
None,True,[/Script/Engine.GameSession],"Wird nicht auf ASA verwendet, aber ASADedicatedManager fügt diese Einstellung automatisch in der Befehlszeile zum Starten des Servers hinzu: -WinLiveMaxPlayers Die folgenden Optionen müssen in [/Script/Engine.GameSession] enthalten sein. Abschnitt von GameUserSettings.ini"
False,True,MaxPlayers,"Standardwert: 70 Werttyp: Ganzzahl Gibt die maximale Anzahl von Spielern an, die gleichzeitig auf dem Server spielen können. ASA: Diese Einstellung wird in den Befehlszeilenoptionen durch -WinLiveMaxPlayers ersetzt, da sie sonst erzwungen wird Es wird auf den Standardwert zurückgesetzt. ASADedicatedManager fügt diese Einstellung automatisch in der Befehlszeile zum Starten des Servers hinzu: -WinLiveMaxPlayers x"
None,True,[Ragnarok],"Wird nur auf der Ragnarok-Karte verwendet. Die folgenden Optionen müssen im Abschnitt [Ragnarok] von GameUserSettings.ini enthalten sein"
None,True,AllowMultipleTamedUnicorns,"Standardwert: False Werttyp: boolean False = jeweils ein Einhorn auf der Karte, True = ein wildes und unbegrenzt gezähmtes Einhorn auf der Karte."
None,True,EnableVolcano,"Standardwert: True Werttyp: boolean False = deaktiviert (der Vulkan wird nicht aktiv), True = aktiviert"
None,True,UnicornSpawnInterval,"Standardwert: 24 Werttyp: Ganzzahl Wie lange in Stunden das Spiel warten soll, bevor ein neues Einhorn erscheint, wenn das wilde Einhorn getötet (oder gezähmt) wird, wenn AllowMultipleTamedUnicorns aktiviert ist). Dieser Wert legt die Mindestmenge fest Zeit (in Stunden) und das Maximum entspricht dem Zweifachen dieses Werts."
None,True,VolcanoIntensity,"Standardwert: 1 Werttyp: Float Je niedriger der Wert, desto intensiver wird der Vulkanausbruch sein. Es wird empfohlen, bei 1 zu bleiben. Der Mindestwert beträgt 0,25 und sollte bei Mehrspielerspielen nicht geändert werden Unter 0,5 werden die brennenden Steine, die aus dem Vulkan geschleudert werden, grundsätzlich außer Gefecht gesetzt"
None,True,VolcanoInterval,"Standardwert: 0 Werttyp: Ganzzahl 0 = 5000 (min.) - 15.000 (max.) Sekunden zwischen den Instanzen, in denen der Vulkan aktiv wird. Jede Zahl über 0 fungiert als Multiplikator, mit einem Mindestwert von . 1"
None,True,Dauer,"Standardwert: 20 Werttyp: Ganzzahl Gibt in Sekunden die Dauer der angezeigten Nachricht beim Spieler-Login an."
True,True,Message,"Standardwert: N/A Werttyp: Zeichenfolge Eine einzeilige Zeichenfolge für eine Nachricht, die nach dem Anmelden abgespielt wird. Keine Anführungszeichen erforderlich. Verwenden Sie \n, um eine neue Zeile in der Nachricht zu beginnen."
