Kibble (Sarco Egg),Consumables,100,333,PrimalItemConsumable_Kibble_SarcoEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_SarcoEgg.PrimalItemConsumable_Kibble_SarcoEgg'
Kibble (Spino Egg),Consumables,100,337,PrimalItemConsumable_Kibble_SpinoEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_SpinoEgg.PrimalItemConsumable_Kibble_SpinoEgg'
Kibble (Stego Egg),Consumables,100,338,PrimalItemConsumable_Kibble_StegoEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_StegoEgg.PrimalItemConsumable_Kibble_StegoEgg'
Kibble (Tapejara Egg),Consumables,100,-,PrimalItemConsumable_Kibble_TapejaraEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_TapejaraEgg.PrimalItemConsumable_Kibble_TapejaraEgg'
Kibble (Terror Bird Egg),Consumables,100,-,PrimalItemConsumable_Kibble_TerrorbirdEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_TerrorbirdEgg.PrimalItemConsumable_Kibble_TerrorbirdEgg'
Kibble (Therizinosaurus Egg),Consumables,100,-,PrimalItemConsumable_Kibble_TherizinoEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_TherizinoEgg.PrimalItemConsumable_Kibble_TherizinoEgg'
Kibble (Thorny Dragon Egg),Consumables,100,-,PrimalItemConsumable_Kibble_SpineyLizard_C,Blueprint'/Game/ScorchedEarth/Dinos/SpineyLizard/PrimalItemConsumable_Kibble_SpineyLizard.PrimalItemConsumable_Kibble_SpineyLizard'
Kibble (Titanboa Egg),Consumables,100,325,PrimalItemConsumable_Kibble_BoaEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_BoaEgg.PrimalItemConsumable_Kibble_BoaEgg'
Kibble (Trike Egg),Consumables,100,339,PrimalItemConsumable_Kibble_TrikeEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_TrikeEgg.PrimalItemConsumable_Kibble_TrikeEgg'
Kibble (Troodon Egg),Consumables,100,-,PrimalItemConsumable_Kibble_TroodonEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_TroodonEgg.PrimalItemConsumable_Kibble_TroodonEgg'
Kibble (Vulture Egg),Consumables,100,-,PrimalItemConsumable_Kibble_Vulture_C,Blueprint'/Game/ScorchedEarth/Dinos/Vulture/PrimalItemConsumable_Kibble_Vulture.PrimalItemConsumable_Kibble_Vulture'
Knock Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_FEKnock_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_FEKnock.PrimalItemConsumable_UnlockEmote_FEKnock'
Lazarus Chowder,Consumables,100,224,PrimalItemConsumable_Soup_LazarusChowder_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Soup_LazarusChowder.PrimalItemConsumable_Soup_LazarusChowder'
Lesser Antidote,Consumables,100,-,PrimalItemConsumable_CureLow_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_CureLow.PrimalItemConsumable_CureLow'
Longrass,Consumables,100,229,PrimalItemConsumable_Veggie_Longrass_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Veggie_Longrass.PrimalItemConsumable_Veggie_Longrass'
Medical Brew,Consumables,100,52,PrimalItemConsumable_HealSoup_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_HealSoup.PrimalItemConsumable_HealSoup'
Mejoberry,Consumables,100,119,PrimalItemConsumable_Berry_Mejoberry_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Berry_Mejoberry.PrimalItemConsumable_Berry_Mejoberry'
Mindwipe Tonic,Consumables,100,409,PrimalItemConsumableRespecSoup_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumableRespecSoup.PrimalItemConsumableRespecSoup'
Mosh Pit Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_MoshPit_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_MoshPit.PrimalItemConsumable_UnlockEmote_MoshPit'
Mushroom Brew,Consumables,100,-,PrimalItemConsumable_Soup_MushroomSoup_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Soup_MushroomSoup.PrimalItemConsumable_Soup_MushroomSoup'
Nameless Venom,Consumables,1,-,PrimalItemConsumable_NamelessVenom_C,Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemConsumable_NamelessVenom.PrimalItemConsumable_NamelessVenom'
Narcoberry,Consumables,100,120,PrimalItemConsumable_Berry_Narcoberry_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Berry_Narcoberry.PrimalItemConsumable_Berry_Narcoberry'
Nutcracker Dance Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_NutcrackerDance_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_NutcrackerDance.PrimalItemConsumable_UnlockEmote_NutcrackerDance'
Panic Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_Panic_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_Panic.PrimalItemConsumable_UnlockEmote_Panic'
Prime Meat Jerky,Consumables,30,294,PrimalItemConsumable_CookedPrimeMeat_Jerky_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_CookedPrimeMeat_Jerky.PrimalItemConsumable_CookedPrimeMeat_Jerky'
Raw Fish Meat,Consumables,20,-,PrimalItemConsumable_RawMeat_Fish_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_RawMeat_Fish.PrimalItemConsumable_RawMeat_Fish'
Raw Meat,Consumables,40,12,PrimalItemConsumable_RawMeat_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_RawMeat.PrimalItemConsumable_RawMeat'
Raw Mutton,Consumables,1,-,PrimalItemConsumable_RawMutton_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_RawMutton.PrimalItemConsumable_RawMutton'
Raw Prime Fish Meat,Consumables,1,-,PrimalItemConsumable_RawPrimeMeat_Fish_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_RawPrimeMeat_Fish.PrimalItemConsumable_RawPrimeMeat_Fish'
Raw Prime Meat,Consumables,1,248,PrimalItemConsumable_RawPrimeMeat_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_RawPrimeMeat.PrimalItemConsumable_RawPrimeMeat'
Reaper Pheromone Gland,Consumables,100,-,PrimalItemResource_XenomorphPheromoneGland_C,Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_XenomorphPheromoneGland.PrimalItemResource_XenomorphPheromoneGland'
Regular Augmented Kibble,Consumables,100,-,PrimalItemConsumable_Kibble_Base_Medium_EX_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_Base_Medium_EX.PrimalItemConsumable_Kibble_Base_Medium_EX'
Regular Kibble,Consumables,100,-,PrimalItemConsumable_Kibble_Base_Medium_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_Base_Medium.PrimalItemConsumable_Kibble_Base_Medium'
Rockarrot,Consumables,100,230,PrimalItemConsumable_Veggie_Rockarrot_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Veggie_Rockarrot.PrimalItemConsumable_Veggie_Rockarrot'
Romantic Facial Hair Style,Consumables,1,-,PrimalItemConsumable_UnlockHairstyle_Facial_Romantic_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockHairstyle_Facial_Romantic.PrimalItemConsumable_UnlockHairstyle_Facial_Romantic'
Romantic Head Hair Style,Consumables,1,-,PrimalItemConsumable_UnlockHairstyle_Head_Romantic_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockHairstyle_Head_Romantic.PrimalItemConsumable_UnlockHairstyle_Head_Romantic'
Santa Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_Santa_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_Santa.PrimalItemConsumable_UnlockEmote_Santa'
Savoroot,Consumables,100,228,PrimalItemConsumable_Veggie_Savoroot_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Veggie_Savoroot.PrimalItemConsumable_Veggie_Savoroot'
Scare Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_FEScare_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_FEScare.PrimalItemConsumable_UnlockEmote_FEScare'
Self Hug Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_SelfHug_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_SelfHug.PrimalItemConsumable_UnlockEmote_SelfHug'
Shadow Steak Saute,Consumables,100,251,PrimalItemConsumable_Soup_ShadowSteak_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Soup_ShadowSteak.PrimalItemConsumable_Soup_ShadowSteak'
Simple Augmented Kibble,Consumables,100,-,PrimalItemConsumable_Kibble_Base_Small_EX_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_Base_Small_EX.PrimalItemConsumable_Kibble_Base_Small_EX'
Simple Kibble,Consumables,100,-,PrimalItemConsumable_Kibble_Base_Small_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_Base_Small.PrimalItemConsumable_Kibble_Base_Small'
Snowball Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_Snowball_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_Snowball.PrimalItemConsumable_UnlockEmote_Snowball'
Soap,Consumables,100,-,PrimalItemConsumableSoap_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumableSoap.PrimalItemConsumableSoap'
Spoiled Meat,Consumables,100,13,PrimalItemConsumable_SpoiledMeat_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_SpoiledMeat.PrimalItemConsumable_SpoiledMeat'
Stimberry,Consumables,100,121,PrimalItemConsumable_Berry_Stimberry_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Berry_Stimberry.PrimalItemConsumable_Berry_Stimberry'
Superior Augmented Kibble,Consumables,100,-,PrimalItemConsumable_Kibble_Base_Large_EX_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_Base_Large_EX.PrimalItemConsumable_Kibble_Base_Large_EX'
Superior Kibble,Consumables,100,-,PrimalItemConsumable_Kibble_Base_Large_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_Base_Large.PrimalItemConsumable_Kibble_Base_Large'
Sweet Vegetable Cake,Consumables,10,-,PrimalItemConsumable_SweetVeggieCake_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_SweetVeggieCake.PrimalItemConsumable_SweetVeggieCake'
Tail Wiggle Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_TailWiggle_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_TailWiggle.PrimalItemConsumable_UnlockEmote_TailWiggle'
Tintoberry,Consumables,100,118,PrimalItemConsumable_Berry_Tintoberry_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Berry_Tintoberry.PrimalItemConsumable_Berry_Tintoberry'
Turkey Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_turkey_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_turkey.PrimalItemConsumable_UnlockEmote_turkey'
Unassembled Enforcer,Consumables,1,-,PrimalItem_Spawner_Enforcer_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/PrimalItem_Spawner_Enforcer.PrimalItem_Spawner_Enforcer'
Unassembled Mek,Consumables,1,-,PrimalItem_Spawner_Mek_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/PrimalItem_Spawner_Mek.PrimalItem_Spawner_Mek'
Water Jar (Empty),Consumables,1,15,PrimalItemConsumable_WaterJarCraftable_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_WaterJarCraftable.PrimalItemConsumable_WaterJarCraftable'
Water Jar (Full),Consumables,1,16,PrimalItemConsumable_WaterJarRefill_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_WaterJarRefill.PrimalItemConsumable_WaterJarRefill'
Waterskin (Empty),Consumables,1,47,PrimalItemConsumable_WaterskinCraftable_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_WaterskinCraftable.PrimalItemConsumable_WaterskinCraftable'
Waterskin (Filled),Consumables,1,48,PrimalItemConsumable_WaterskinRefill_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_WaterskinRefill.PrimalItemConsumable_WaterskinRefill'
Wyvern Milk,Consumables,1,-,PrimalItemConsumable_WyvernMilk_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_WyvernMilk.PrimalItemConsumable_WyvernMilk'
Zombie Emote,Consumables,100,-,PrimalItemConsumable_UnlockEmote_Zombie_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumable_UnlockEmote_Zombie.PrimalItemConsumable_UnlockEmote_Zombie'
Allosaurus Egg,Eggs,100,-,PrimalItemConsumable_Egg_Allo_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Allo.PrimalItemConsumable_Egg_Allo'
Ankylo Egg,Eggs,100,341,PrimalItemConsumable_Egg_Ankylo_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Ankylo.PrimalItemConsumable_Egg_Ankylo'
Araneo Egg,Eggs,100,349,PrimalItemConsumable_Egg_Spider_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Spider.PrimalItemConsumable_Egg_Spider'
Archaeopteryx Egg,Eggs,100,-,PrimalItemConsumable_Egg_Archa_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Archa.PrimalItemConsumable_Egg_Archa'
Argentavis Egg,Eggs,100,342,PrimalItemConsumable_Egg_Argent_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Argent.PrimalItemConsumable_Egg_Argent'
Arthropluera Egg,Eggs,100,-,PrimalItemConsumable_Egg_Arthro_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Arthro.PrimalItemConsumable_Egg_Arthro'
Baryonyx Egg,Eggs,100,-,PrimalItemConsumable_Egg_Baryonyx_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Baryonyx.PrimalItemConsumable_Egg_Baryonyx'
Basic Maewing Egg,Eggs,100,-,PrimalItemConsumable_Egg_MilkGlider_XSmall_C,Blueprint'/Game/Genesis2/Dinos/MilkGlider/Eggs/PrimalItemConsumable_Egg_MilkGlider_XSmall.PrimalItemConsumable_Egg_MilkGlider_XSmall'
Basilisk Egg,Eggs,100,-,PrimalItemConsumable_Egg_Basilisk_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_Basilisk.PrimalItemConsumable_Egg_Basilisk'
Blood Crystal Wyvern Egg,Eggs,1,-,PrimalItemConsumable_Egg_CrystalWyvern_Fertilized_Bloodfall_C,Blueprint'/Game/PrimalEarth/Dinos/CrystalWyvern/Eggs/PrimalItemConsumable_Egg_CrystalWyvern_Fertilized_Bloodfall.PrimalItemConsumable_Egg_CrystalWyvern_Fertilized_Bloodfall'
Bloodstalker Egg,Eggs,100,-,PrimalItemConsumable_Egg_BogSpider_C,Blueprint'/Game/Genesis/Dinos/BogSpider/PrimalItemConsumable_Egg_BogSpider.PrimalItemConsumable_Egg_BogSpider'
Bronto Egg,Eggs,100,284,PrimalItemConsumable_Egg_Bronto_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Bronto.PrimalItemConsumable_Egg_Bronto'
Camelsaurus Egg,Eggs,100,-,PrimalItemConsumable_Egg_Camelsaurus_C,Blueprint'/Game/ScorchedEarth/Dinos/Camelsaurus/PrimalItemConsumable_Egg_Camelsaurus.PrimalItemConsumable_Egg_Camelsaurus'
Carno Egg,Eggs,100,344,PrimalItemConsumable_Egg_Carno_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Carno.PrimalItemConsumable_Egg_Carno'
Compy Egg,Eggs,100,-,PrimalItemConsumable_Egg_Compy_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Compy.PrimalItemConsumable_Egg_Compy'
Crystal Wyvern Egg,Eggs,100,-,PrimalItemConsumable_Egg_CrystalWyvern_C,Blueprint'/Game/PrimalEarth/Dinos/CrystalWyvern/Eggs/PrimalItemConsumable_Egg_CrystalWyvern.PrimalItemConsumable_Egg_CrystalWyvern'
Deinonychus Egg,Eggs,1,-,PrimalItemConsumable_Egg_Deinonychus_Fertilized_C,Blueprint'/Game/Valguero/Dinos/Deinonychus/PrimalItemConsumable_Egg_Deinonychus_Fertilized.PrimalItemConsumable_Egg_Deinonychus_Fertilized'
Dilo Egg,Eggs,100,345,PrimalItemConsumable_Egg_Dilo_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Dilo.PrimalItemConsumable_Egg_Dilo'
Dimetrodon Egg,Eggs,100,-,PrimalItemConsumable_Egg_Dimetrodon_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Dimetrodon.PrimalItemConsumable_Egg_Dimetrodon'
Dimorph Egg,Eggs,100,420,PrimalItemConsumable_Egg_Dimorph_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Dimorph.PrimalItemConsumable_Egg_Dimorph'
Diplo Egg,Eggs,100,-,PrimalItemConsumable_Egg_Diplo_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Diplo.PrimalItemConsumable_Egg_Diplo'
Dodo Egg,Eggs,100,290,PrimalItemConsumable_Egg_Dodo_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Dodo.PrimalItemConsumable_Egg_Dodo'
Egg,Eggs,100,-,PrimalItemConsumable_Egg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg.PrimalItemConsumable_Egg'
Ember Crystal Wyvern Egg,Eggs,1,-,PrimalItemConsumable_Egg_CrystalWyvern_Fertilized_Ember_C,Blueprint'/Game/PrimalEarth/Dinos/CrystalWyvern/Eggs/PrimalItemConsumable_Egg_CrystalWyvern_Fertilized_Ember.PrimalItemConsumable_Egg_CrystalWyvern_Fertilized_Ember'
Exceptional Maewing Egg,Eggs,100,-,PrimalItemConsumable_Egg_MilkGlider_XLarge_C,Blueprint'/Game/PrimalItemConsumable_Egg_MilkGlider_XLarge.PrimalItemConsumable_Egg_MilkGlider_XLarge'
Extra Large Egg,Eggs,100,-,PrimalItemConsumable_Egg_XtraLarge_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_XtraLarge.PrimalItemConsumable_Egg_XtraLarge'
Extra Small Egg,Eggs,100,-,PrimalItemConsumable_Egg_XSmall_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_XSmall.PrimalItemConsumable_Egg_XSmall'
Extraordinary Maewing Egg,Eggs,100,-,PrimalItemConsumable_Egg_MilkGlider_Special_C,Blueprint'/Game/PrimalItemConsumable_Egg_MilkGlider_Special.PrimalItemConsumable_Egg_MilkGlider_Special'
Featherlight Egg,Eggs,100,-,PrimalItemConsumable_Egg_LanternBird_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternBird.PrimalItemConsumable_Egg_LanternBird'
Fire Wyvern Egg,Eggs,1,-,PrimalItemConsumable_Egg_Wyvern_Fertilized_Fire_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Wyvern_Fertilized_Fire.PrimalItemConsumable_Egg_Wyvern_Fertilized_Fire'
Fish Egg,Eggs,100,-,PrimalItemConsumable_UnderwaterEgg_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_UnderwaterEgg.PrimalItemConsumable_UnderwaterEgg'
Gallimimus Egg,Eggs,100,-,PrimalItemConsumable_Egg_Galli_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Galli.PrimalItemConsumable_Egg_Galli'
Giganotosaurus Egg,Eggs,100,-,PrimalItemConsumable_Egg_Gigant_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Gigant.PrimalItemConsumable_Egg_Gigant'
Glowtail Egg,Eggs,100,-,PrimalItemConsumable_Egg_LanternLizard_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternLizard.PrimalItemConsumable_Egg_LanternLizard'
Golden Hesperornis Egg,Eggs,1,-,PrimalItemConsumable_Egg_Hesperonis_Golden_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Hesperonis_Golden.PrimalItemConsumable_Egg_Hesperonis_Golden'
Hesperornis Egg,Eggs,100,-,PrimalItemConsumable_Egg_Hesperonis_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Hesperonis.PrimalItemConsumable_Egg_Hesperonis'
Ice Wyvern Egg,Eggs,1,-,RAG_Item_Egg_Wyvern_Fertilized_Ice_C,Blueprint'/Game/Mods/Ragnarok/Custom_Assets/Dinos/Wyvern/Ice_Wyvern/Extra/Egg/RAG_Item_Egg_Wyvern_Fertilized_Ice.RAG_Item_Egg_Wyvern_Fertilized_Ice'
Ichthyornis Egg,Eggs,100,-,PrimalItemConsumable_Egg_Ichthyornis_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Ichthyornis.PrimalItemConsumable_Egg_Ichthyornis'
Iguanodon Egg,Eggs,100,-,PrimalItemConsumable_Egg_Iguanodon_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Iguanodon.PrimalItemConsumable_Egg_Iguanodon'
Kairuku Egg,Eggs,100,-,PrimalItemConsumable_Egg_Kairuku_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Kairuku.PrimalItemConsumable_Egg_Kairuku'
Kaprosuchus Egg,Eggs,100,-,PrimalItemConsumable_Egg_Kaprosuchus_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Kaprosuchus.PrimalItemConsumable_Egg_Kaprosuchus'
Kentro Egg,Eggs,100,-,PrimalItemConsumable_Egg_Kentro_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Kentro.PrimalItemConsumable_Egg_Kentro'
Large Egg,Eggs,100,-,PrimalItemConsumable_Egg_Large_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_Large.PrimalItemConsumable_Egg_Large'
Lightning Wyvern Egg,Eggs,1,-,PrimalItemConsumable_Egg_Wyvern_Fertilized_Lightning_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Wyvern_Fertilized_Lightning.PrimalItemConsumable_Egg_Wyvern_Fertilized_Lightning'
Lystro Egg,Eggs,100,-,PrimalItemConsumable_Egg_Lystro_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Lystro.PrimalItemConsumable_Egg_Lystro'
Magmasaur Egg,Eggs,100,-,PrimalItemConsumable_Egg_Cherufe_C,Blueprint'/Game/Genesis/Dinos/Cherufe/PrimalItemConsumable_Egg_Cherufe.PrimalItemConsumable_Egg_Cherufe'
Mantis Egg,Eggs,100,-,PrimalItemConsumable_Egg_Mantis_C,Blueprint'/Game/ScorchedEarth/Dinos/Mantis/PrimalItemConsumable_Egg_Mantis.PrimalItemConsumable_Egg_Mantis'
Medium Egg,Eggs,100,-,PrimalItemConsumable_Egg_Medium_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_Medium.PrimalItemConsumable_Egg_Medium'
Megachelon Egg,Eggs,100,-,PrimalItemConsumable_Egg_GiantTurtle_C,Blueprint'/Game/Genesis/Dinos/GiantTurtle/PrimalItemConsumable_Egg_GiantTurtle.PrimalItemConsumable_Egg_GiantTurtle'
Megalania Egg,Eggs,100,-,PrimalItemConsumable_Egg_Megalania_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Megalania.PrimalItemConsumable_Egg_Megalania'
Megalosaurus Egg,Eggs,100,-,PrimalItemConsumable_Egg_Megalosaurus_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Megalosaurus.PrimalItemConsumable_Egg_Megalosaurus'
Microraptor Egg,Eggs,100,-,PrimalItemConsumable_Egg_MicroRaptor_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_MicroRaptor.PrimalItemConsumable_Egg_MicroRaptor'
Moschops Egg,Eggs,100,-,PrimalItemConsumable_Egg_Moschops_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Moschops.PrimalItemConsumable_Egg_Moschops'
Moth Egg,Eggs,100,-,PrimalItemConsumable_Egg_Moth_C,Blueprint'/Game/ScorchedEarth/Dinos/Moth/PrimalItemConsumable_Egg_Moth.PrimalItemConsumable_Egg_Moth'
Oviraptor Egg,Eggs,100,-,PrimalItemConsumable_Egg_Oviraptor_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemConsumable_Egg_Oviraptor.PrimalItemConsumable_Egg_Oviraptor'
